,Severity,Distance(mi),Side,State,State_Number,Timezone,Temperature(F),Humidity(%),Visibility(mi),Weather_Condition,Day_Night
2165,2,0.0,0,CA,0,US/Pacific,84.0,37.0,10.0,4,1
2166,2,0.108,0,CA,0,US/Pacific,75.0,50.0,10.0,4,1
2167,3,0.001,0,CA,0,US/Pacific,72.0,50.0,10.0,4,1
2168,2,0.34,0,CA,0,US/Pacific,84.0,34.0,10.0,4,1
2169,3,0.0,0,CA,0,US/Pacific,84.0,25.0,10.0,4,1
2170,2,0.0,0,CA,0,US/Pacific,75.0,89.0,10.0,4,1
2171,3,0.012,0,CA,0,US/Pacific,70.0,64.0,10.0,3,1
2172,2,0.258,0,CA,0,US/Pacific,65.0,70.0,10.0,3,1
2173,2,0.118,0,CA,0,US/Pacific,81.0,41.0,10.0,4,1
2174,2,0.0,0,CA,0,US/Pacific,81.0,39.0,10.0,4,1
2175,2,0.491,0,CA,0,US/Pacific,63.0,65.0,10.0,3,1
2176,2,0.4539999999999999,0,CA,0,US/Pacific,85.0,24.0,10.0,4,1
2177,3,0.059,0,CA,0,US/Pacific,85.0,30.0,10.0,4,1
2178,2,0.152,0,CA,0,US/Pacific,79.0,40.0,10.0,4,1
2179,2,0.04,0,CA,0,US/Pacific,57.0,81.0,10.0,3,1
2180,2,0.964,0,CA,0,US/Pacific,66.0,68.0,10.0,4,1
2181,2,0.617,0,CA,0,US/Pacific,66.0,68.0,10.0,4,1
2182,2,0.002,0,CA,0,US/Pacific,75.0,48.0,10.0,4,1
2183,2,0.314,0,CA,0,US/Pacific,62.0,67.0,10.0,3,1
2184,2,0.665,0,CA,0,US/Pacific,68.0,60.0,7.0,2,1
2185,2,0.001,0,CA,0,US/Pacific,73.0,51.0,10.0,4,1
2186,2,0.0,0,CA,0,US/Pacific,63.0,67.0,10.0,4,1
2187,2,0.0,0,CA,0,US/Pacific,73.0,51.0,10.0,4,1
2188,2,0.0279999999999999,0,CA,0,US/Pacific,82.0,27.0,10.0,4,1
2189,2,0.3379999999999999,0,CA,0,US/Pacific,63.0,75.0,10.0,4,1
2190,3,0.055,0,CA,0,US/Pacific,56.0,93.0,10.0,3,1
2191,2,0.0,0,CA,0,US/Pacific,68.0,59.0,10.0,4,1
2192,3,0.2269999999999999,0,CA,0,US/Pacific,58.0,84.0,10.0,4,0
2193,2,0.472,0,CA,0,US/Pacific,56.0,87.0,10.0,4,0
2194,2,0.355,0,CA,0,US/Pacific,53.0,93.0,6.0,3,1
2195,2,0.33,0,CA,0,US/Pacific,53.0,86.0,6.0,3,1
2196,2,0.3379999999999999,0,CA,0,US/Pacific,54.0,93.0,9.0,4,1
2197,2,0.486,0,CA,0,US/Pacific,57.0,74.0,10.0,4,1
2198,2,0.225,0,CA,0,US/Pacific,57.0,74.0,10.0,4,1
2199,2,0.495,0,CA,0,US/Pacific,55.0,96.0,10.0,3,1
2200,2,0.076,0,CA,0,US/Pacific,61.0,78.0,10.0,4,1
2201,2,0.365,0,CA,0,US/Pacific,55.0,94.0,10.0,3,1
2202,2,0.49,0,CA,0,US/Pacific,60.0,67.0,10.0,4,1
2203,2,0.47,0,CA,0,US/Pacific,73.0,33.0,10.0,4,1
2204,2,0.696,0,CA,0,US/Pacific,57.0,88.0,7.0,2,1
2205,2,0.397,0,CA,0,US/Pacific,57.0,77.0,10.0,3,1
2206,2,0.657,0,CA,0,US/Pacific,59.0,69.0,10.0,3,1
2207,2,0.155,0,CA,0,US/Pacific,66.0,59.0,10.0,4,1
2208,2,0.291,0,CA,0,US/Pacific,57.0,77.0,10.0,3,1
2209,2,0.521,0,CA,0,US/Pacific,62.0,75.0,9.0,3,1
2210,4,0.853,0,CA,0,US/Pacific,67.0,57.0,10.0,4,1
2211,2,0.235,0,CA,0,US/Pacific,62.0,70.0,10.0,3,1
2212,2,0.852,0,CA,0,US/Pacific,63.0,77.0,10.0,3,1
2213,2,0.345,0,CA,0,US/Pacific,62.0,70.0,10.0,3,1
2214,2,0.002,0,CA,0,US/Pacific,63.0,78.0,10.0,3,1
2215,2,0.3989999999999999,0,CA,0,US/Pacific,71.0,55.0,10.0,3,1
2216,2,0.401,0,CA,0,US/Pacific,84.0,31.0,10.0,4,1
2217,2,0.5770000000000001,0,CA,0,US/Pacific,79.0,42.0,10.0,4,1
2218,2,0.647,0,CA,0,US/Pacific,72.0,55.0,10.0,4,1
2219,2,0.266,0,CA,0,US/Pacific,68.0,63.0,10.0,4,1
2220,2,0.479,0,CA,0,US/Pacific,68.0,63.0,10.0,4,1
2221,2,0.0,0,CA,0,US/Pacific,68.0,68.0,10.0,4,1
2222,2,0.392,0,CA,0,US/Pacific,68.0,61.0,10.0,4,1
2223,2,0.373,0,CA,0,US/Pacific,68.0,64.0,10.0,4,1
2224,2,0.0,1,CA,0,US/Pacific,79.0,36.0,10.0,4,1
2225,2,0.596,0,CA,0,US/Pacific,75.0,47.0,10.0,4,1
2226,2,0.172,0,CA,0,US/Pacific,71.0,55.0,10.0,4,1
2227,2,0.001,0,CA,0,US/Pacific,65.0,58.0,10.0,4,1
2228,2,0.511,0,CA,0,US/Pacific,67.0,57.0,10.0,4,1
2229,2,0.291,0,CA,0,US/Pacific,65.0,58.0,10.0,4,1
2230,2,0.568,0,CA,0,US/Pacific,67.0,63.0,10.0,4,1
2231,2,0.5429999999999999,0,CA,0,US/Pacific,79.0,36.0,10.0,4,1
2232,2,0.3939999999999999,0,CA,0,US/Pacific,64.0,70.0,10.0,4,1
2233,2,0.794,0,CA,0,US/Pacific,65.0,68.0,10.0,4,1
2234,2,0.412,0,CA,0,US/Pacific,77.0,45.0,10.0,4,1
2235,2,0.154,0,CA,0,US/Pacific,70.0,57.0,10.0,4,1
2236,2,1.007,0,CA,0,US/Pacific,86.0,25.0,10.0,4,1
2237,2,0.02,0,CA,0,US/Pacific,68.0,60.0,10.0,4,1
2238,3,0.813,0,CA,0,US/Pacific,60.0,72.0,10.0,4,1
2239,2,0.127,0,CA,0,US/Pacific,63.0,70.0,10.0,4,1
2240,2,0.001,0,CA,0,US/Pacific,60.0,78.0,10.0,4,1
2241,2,0.009,0,CA,0,US/Pacific,77.0,44.0,10.0,4,1
2242,2,0.086,0,CA,0,US/Pacific,69.0,57.0,10.0,4,1
2243,2,0.023,0,CA,0,US/Pacific,68.0,64.0,10.0,4,0
2244,2,0.0,1,CA,0,US/Pacific,58.0,81.0,10.0,4,0
2245,3,0.493,0,CA,0,US/Pacific,63.0,70.0,10.0,4,0
2246,3,0.023,0,CA,0,US/Pacific,48.0,93.0,10.0,4,0
2247,4,0.0,1,CA,0,US/Pacific,57.0,83.0,10.0,3,0
2248,2,0.509,0,CA,0,US/Pacific,62.0,67.0,10.0,4,0
2249,2,0.154,0,CA,0,US/Pacific,57.0,83.0,8.0,3,1
2250,2,0.43,0,CA,0,US/Pacific,54.0,83.0,10.0,3,1
2251,2,0.09,0,CA,0,US/Pacific,51.0,96.0,10.0,3,1
2252,2,0.218,0,CA,0,US/Pacific,58.0,81.0,10.0,4,1
2253,4,0.405,0,CA,0,US/Pacific,57.0,83.0,6.0,2,1
2254,2,0.098,0,CA,0,US/Pacific,57.0,83.0,7.0,3,1
2255,2,0.371,1,CA,0,US/Pacific,57.0,83.0,7.0,3,1
2256,2,0.4429999999999999,0,CA,0,US/Pacific,61.0,72.0,10.0,4,1
2257,2,0.384,0,CA,0,US/Pacific,57.0,83.0,5.0,2,1
2258,3,0.098,0,CA,0,US/Pacific,57.0,83.0,5.0,2,1
2259,3,0.371,1,CA,0,US/Pacific,57.0,83.0,5.0,2,1
2260,2,0.235,0,CA,0,US/Pacific,55.0,80.0,10.0,3,1
2261,2,0.027,1,CA,0,US/Pacific,63.0,63.0,8.0,4,1
2262,2,0.634,0,CA,0,US/Pacific,58.0,81.0,9.0,3,1
2263,2,0.642,0,CA,0,US/Pacific,55.0,88.0,8.0,3,1
2264,2,0.474,0,CA,0,US/Pacific,67.0,61.0,10.0,4,1
2265,2,0.178,0,CA,0,US/Pacific,58.0,87.0,9.0,3,1
2266,2,0.267,0,CA,0,US/Pacific,59.0,72.0,10.0,3,1
2267,3,0.452,0,CA,0,US/Pacific,74.0,50.0,10.0,4,1
2268,3,0.19,0,CA,0,US/Pacific,67.0,54.0,10.0,4,1
2269,4,0.405,0,CA,0,US/Pacific,66.0,63.0,7.0,3,1
2270,2,0.04,0,CA,0,US/Pacific,68.0,59.0,8.0,3,1
2271,2,0.531,0,CA,0,US/Pacific,68.0,56.0,10.0,2,1
2272,2,0.376,0,CA,0,US/Pacific,83.0,34.0,10.0,4,1
2273,2,0.037,0,CA,0,US/Pacific,63.0,58.0,10.0,3,1
2274,2,0.3779999999999999,0,CA,0,US/Pacific,83.0,36.0,10.0,4,1
2275,2,0.5,0,CA,0,US/Pacific,63.0,58.0,10.0,3,1
2276,2,0.003,0,CA,0,US/Pacific,84.0,33.0,10.0,4,1
2277,2,0.018,0,CA,0,US/Pacific,84.0,33.0,10.0,4,1
2278,2,0.6609999999999999,0,CA,0,US/Pacific,56.0,84.0,10.0,3,1
2279,2,0.3779999999999999,0,CA,0,US/Pacific,70.0,57.0,10.0,3,1
2280,2,0.0409999999999999,0,CA,0,US/Pacific,64.0,67.0,10.0,3,1
2281,2,0.0139999999999999,1,CA,0,US/Pacific,81.0,30.0,10.0,4,1
2282,2,0.642,0,CA,0,US/Pacific,73.0,88.0,10.0,4,1
2283,2,0.15,0,CA,0,US/Pacific,78.0,42.0,10.0,4,1
2284,2,0.291,0,CA,0,US/Pacific,55.0,82.0,10.0,4,1
2285,2,0.037,0,CA,0,US/Pacific,65.0,56.0,10.0,3,1
2286,2,0.701,0,CA,0,US/Pacific,78.0,40.0,10.0,4,1
2287,2,0.337,0,CA,0,US/Pacific,69.0,65.0,10.0,4,1
2288,2,0.643,0,CA,0,US/Pacific,88.0,30.0,10.0,4,1
2289,2,0.204,0,CA,0,US/Pacific,64.0,65.0,10.0,3,1
2290,2,0.514,0,CA,0,US/Pacific,70.0,57.0,10.0,4,1
2291,2,0.287,0,CA,0,US/Pacific,63.0,70.0,10.0,3,1
2292,2,0.0969999999999999,0,CA,0,US/Pacific,88.0,32.0,10.0,4,1
2293,2,0.237,0,CA,0,US/Pacific,77.0,42.0,10.0,4,1
2294,2,0.187,0,CA,0,US/Pacific,68.0,60.0,10.0,4,1
2295,2,0.53,0,CA,0,US/Pacific,74.0,46.0,10.0,4,1
2296,2,0.525,0,CA,0,US/Pacific,74.0,46.0,10.0,4,1
2297,2,0.354,0,CA,0,US/Pacific,63.0,63.0,10.0,3,1
2298,2,0.48,0,CA,0,US/Pacific,66.0,63.0,10.0,4,1
2299,2,0.369,0,CA,0,US/Pacific,69.0,58.0,10.0,3,1
2300,2,0.42,0,CA,0,US/Pacific,60.0,78.0,10.0,3,1
2301,2,0.037,0,CA,0,US/Pacific,63.0,63.0,10.0,3,1
2302,2,0.498,0,CA,0,US/Pacific,74.0,46.0,10.0,4,1
2303,2,0.564,0,CA,0,US/Pacific,66.0,63.0,10.0,4,1
2304,2,0.519,0,CA,0,US/Pacific,85.0,38.0,10.0,4,1
2305,2,0.175,0,CA,0,US/Pacific,72.0,53.0,10.0,4,1
2306,2,0.37,0,CA,0,US/Pacific,61.0,67.0,10.0,3,1
2307,2,0.493,0,CA,0,US/Pacific,55.0,82.0,10.0,4,1
2308,2,0.377,0,CA,0,US/Pacific,59.0,81.0,10.0,3,1
2309,2,0.475,0,CA,0,US/Pacific,61.0,67.0,10.0,4,1
2310,2,0.539,0,CA,0,US/Pacific,57.0,87.0,10.0,3,1
2311,3,0.6609999999999999,0,CA,0,US/Pacific,57.0,77.0,10.0,3,0
2312,4,0.127,0,CA,0,US/Pacific,56.0,75.0,10.0,4,0
2313,2,0.171,0,CA,0,US/Pacific,55.0,83.0,10.0,3,0
2314,2,0.031,0,CA,0,US/Pacific,57.0,77.0,10.0,4,1
2315,2,0.5670000000000001,0,CA,0,US/Pacific,52.0,94.0,10.0,3,1
2316,2,0.0,1,CA,0,US/Pacific,55.0,80.0,10.0,3,1
2317,2,0.054,1,CA,0,US/Pacific,55.0,80.0,10.0,3,1
2318,2,0.0,1,CA,0,US/Pacific,54.0,86.0,7.0,3,1
2319,2,0.512,0,CA,0,US/Pacific,56.0,88.0,10.0,4,1
2320,2,0.0069999999999999,0,CA,0,US/Pacific,57.0,81.0,10.0,4,1
2321,2,0.0,0,CA,0,US/Pacific,55.0,80.0,10.0,3,1
2322,2,0.043,0,CA,0,US/Pacific,55.0,83.0,10.0,4,1
2323,2,0.03,0,CA,0,US/Pacific,55.0,80.0,10.0,3,1
2324,2,0.127,0,CA,0,US/Pacific,58.0,75.0,9.0,4,1
2325,3,0.7659999999999999,0,CA,0,US/Pacific,64.0,68.0,10.0,4,1
2326,2,0.638,0,CA,0,US/Pacific,64.0,64.0,10.0,4,1
2327,2,0.086,0,CA,0,US/Pacific,67.0,61.0,10.0,4,1
2328,2,0.1369999999999999,0,CA,0,US/Pacific,68.0,46.0,10.0,4,1
2329,2,0.069,0,CA,0,US/Pacific,68.0,46.0,10.0,4,1
2330,2,0.133,0,CA,0,US/Pacific,68.0,56.0,9.0,4,1
2331,2,0.241,0,CA,0,US/Pacific,67.0,61.0,10.0,4,1
2332,2,0.23,0,CA,0,US/Pacific,67.0,61.0,10.0,4,1
2333,2,0.691,0,CA,0,US/Pacific,63.0,65.0,10.0,4,1
2334,2,0.482,0,CA,0,US/Pacific,63.0,72.0,10.0,4,1
2335,2,0.309,0,CA,0,US/Pacific,63.0,72.0,10.0,4,1
2336,2,0.059,0,CA,0,US/Pacific,59.0,72.0,10.0,3,1
2337,3,0.282,0,CA,0,US/Pacific,65.0,63.0,10.0,4,1
2338,2,0.777,0,CA,0,US/Pacific,64.0,63.0,10.0,4,1
2339,2,0.424,0,CA,0,US/Pacific,62.0,70.0,10.0,4,1
2340,2,0.113,0,CA,0,US/Pacific,64.0,63.0,10.0,4,1
2341,2,0.295,0,CA,0,US/Pacific,63.0,65.0,10.0,4,1
2342,2,0.181,0,CA,0,US/Pacific,69.0,57.0,10.0,4,1
2343,3,0.4429999999999999,0,CA,0,US/Pacific,68.0,52.0,10.0,4,1
2344,2,0.218,0,CA,0,US/Pacific,73.0,48.0,10.0,4,1
2345,2,0.563,0,CA,0,US/Pacific,81.0,28.0,10.0,4,1
2346,3,0.608,0,CA,0,US/Pacific,76.0,37.0,10.0,4,1
2347,2,0.181,0,CA,0,US/Pacific,59.0,38.0,10.0,4,1
2348,2,0.175,0,CA,0,US/Pacific,69.0,54.0,10.0,4,1
2349,2,0.0,0,CA,0,US/Pacific,83.0,29.0,10.0,4,1
2350,2,0.0,1,CA,0,US/Pacific,81.0,31.0,10.0,4,1
2351,2,0.431,0,CA,0,US/Pacific,80.0,36.0,10.0,4,1
2352,2,0.0,0,CA,0,US/Pacific,84.0,28.0,10.0,4,1
2353,2,0.335,0,CA,0,US/Pacific,82.0,26.0,10.0,4,1
2354,2,0.08,0,CA,0,US/Pacific,74.0,46.0,10.0,4,1
2355,2,0.555,0,CA,0,US/Pacific,81.0,24.0,10.0,4,1
2356,2,0.365,0,CA,0,US/Pacific,73.0,53.0,10.0,4,1
2357,2,0.154,1,CA,0,US/Pacific,74.0,46.0,10.0,4,1
2358,2,0.412,0,CA,0,US/Pacific,81.0,31.0,10.0,4,1
2359,2,0.004,1,CA,0,US/Pacific,75.0,53.0,7.0,4,1
2360,2,0.0,0,CA,0,US/Pacific,84.0,24.0,10.0,4,1
2361,2,0.0,0,CA,0,US/Pacific,67.0,59.0,10.0,4,1
2362,2,0.0,1,CA,0,US/Pacific,81.0,30.0,10.0,4,1
2363,2,1.08,0,CA,0,US/Pacific,77.0,41.0,10.0,4,1
2364,2,0.001,0,CA,0,US/Pacific,84.0,26.0,10.0,4,1
2365,2,0.003,0,CA,0,US/Pacific,75.0,46.0,10.0,4,1
2366,3,0.11,0,CA,0,US/Pacific,77.0,40.0,10.0,4,1
2367,2,0.002,0,CA,0,US/Pacific,78.0,46.0,10.0,4,1
2368,2,0.006,0,CA,0,US/Pacific,75.0,38.0,10.0,4,1
2369,2,0.01,1,CA,0,US/Pacific,82.0,31.0,10.0,4,1
2370,2,0.547,0,CA,0,US/Pacific,86.0,20.0,10.0,4,1
2371,2,0.0,1,CA,0,US/Pacific,88.0,22.0,10.0,4,1
2372,2,0.024,0,CA,0,US/Pacific,85.0,23.0,10.0,4,1
2373,2,0.024,1,CA,0,US/Pacific,85.0,23.0,10.0,4,1
2374,3,0.001,0,CA,0,US/Pacific,86.0,18.0,10.0,4,1
2375,3,0.0,0,CA,0,US/Pacific,85.0,23.0,10.0,4,1
2376,2,0.0,0,CA,0,US/Pacific,84.0,25.0,10.0,4,1
2377,2,0.218,0,CA,0,US/Pacific,75.0,48.0,10.0,3,1
2378,2,0.14,0,CA,0,US/Pacific,86.0,20.0,10.0,4,1
2379,2,0.409,0,CA,0,US/Pacific,86.0,20.0,10.0,4,1
2380,3,0.0,0,CA,0,US/Pacific,68.0,59.0,10.0,4,1
2381,2,0.001,0,CA,0,US/Pacific,61.0,72.0,10.0,4,1
2382,3,0.0,0,CA,0,US/Pacific,62.0,67.0,10.0,4,1
2383,3,0.0,0,CA,0,US/Pacific,61.0,72.0,10.0,4,1
2384,3,0.191,1,CA,0,US/Pacific,57.0,72.0,10.0,4,0
2385,2,0.163,0,CA,0,US/Pacific,54.0,83.0,10.0,4,1
2386,2,0.491,0,CA,0,US/Pacific,70.0,38.0,10.0,4,1
2387,2,0.62,0,CA,0,US/Pacific,58.0,81.0,9.0,4,1
2388,3,0.124,0,CA,0,US/Pacific,58.0,81.0,9.0,4,1
2389,3,0.11,0,CA,0,US/Pacific,57.0,88.0,10.0,4,1
2390,2,0.51,0,CA,0,US/Pacific,58.0,81.0,9.0,4,1
2391,2,0.086,0,CA,0,US/Pacific,58.0,75.0,10.0,4,1
2392,2,0.45,0,CA,0,US/Pacific,64.0,63.0,10.0,4,1
2393,2,0.602,0,CA,0,US/Pacific,63.0,77.0,10.0,4,1
2394,2,0.071,0,CA,0,US/Pacific,63.0,84.0,10.0,4,1
2395,2,0.422,0,CA,0,US/Pacific,61.0,58.0,10.0,4,1
2396,2,0.359,0,CA,0,US/Pacific,61.0,58.0,10.0,4,1
2397,3,0.2319999999999999,0,CA,0,US/Pacific,70.0,44.0,10.0,4,1
2398,2,0.098,0,CA,0,US/Pacific,64.0,63.0,10.0,4,1
2399,2,0.634,0,CA,0,US/Pacific,62.0,72.0,10.0,4,1
2400,2,0.581,0,CA,0,US/Pacific,62.0,72.0,10.0,4,1
2401,2,0.085,0,CA,0,US/Pacific,64.0,70.0,10.0,4,1
2402,2,0.0,0,CA,0,US/Pacific,75.0,34.0,10.0,4,1
2403,2,0.256,0,CA,0,US/Pacific,67.0,61.0,10.0,4,1
2404,2,0.8490000000000001,0,CA,0,US/Pacific,72.0,44.0,10.0,4,1
2405,2,0.15,0,CA,0,US/Pacific,64.0,70.0,10.0,4,1
2406,2,0.093,0,CA,0,US/Pacific,77.0,32.0,10.0,4,1
2407,2,0.299,0,CA,0,US/Pacific,77.0,32.0,9.0,4,1
2408,2,0.679,0,CA,0,US/Pacific,81.0,26.0,10.0,4,1
2409,2,0.0,0,CA,0,US/Pacific,82.0,33.0,10.0,4,1
2410,2,0.42,0,CA,0,US/Pacific,85.0,29.0,10.0,4,1
2411,2,0.221,0,CA,0,US/Pacific,87.0,21.0,10.0,4,1
2412,2,0.076,0,CA,0,US/Pacific,88.0,20.0,10.0,4,1
2413,2,0.508,0,CA,0,US/Pacific,86.0,20.0,10.0,4,1
2414,2,0.3670000000000001,0,CA,0,US/Pacific,88.0,24.0,10.0,4,1
2415,2,0.301,0,CA,0,US/Pacific,86.0,27.0,10.0,4,1
2416,2,0.0,0,CA,0,US/Pacific,88.0,18.0,10.0,4,1
2417,3,0.865,0,CA,0,US/Pacific,88.0,21.0,10.0,4,1
2418,2,0.313,0,CA,0,US/Pacific,88.0,21.0,10.0,4,1
2419,2,0.2,0,CA,0,US/Pacific,88.0,22.0,10.0,4,1
2420,2,0.408,0,CA,0,US/Pacific,80.0,38.0,10.0,4,1
2421,2,0.047,0,CA,0,US/Pacific,84.0,40.0,10.0,4,1
2422,2,0.0,0,CA,0,US/Pacific,84.0,40.0,10.0,4,1
2423,2,0.629,0,CA,0,US/Pacific,77.0,74.0,10.0,4,1
2424,2,0.0,0,CA,0,US/Pacific,78.0,32.0,10.0,4,1
2425,2,0.012,0,CA,0,US/Pacific,82.0,28.0,10.0,4,1
2426,2,0.103,0,CA,0,US/Pacific,79.0,30.0,10.0,4,1
2427,4,0.0,1,CA,0,US/Pacific,76.0,35.0,10.0,4,0
2428,3,0.354,0,CA,0,US/Pacific,59.0,83.0,10.0,4,0
2429,2,0.0,0,CA,0,US/Pacific,57.0,87.0,10.0,4,0
2430,2,0.273,0,CA,0,US/Pacific,59.0,67.0,10.0,4,0
2431,2,0.38,0,CA,0,US/Pacific,55.0,86.0,6.0,3,0
2432,2,0.0,0,CA,0,US/Pacific,66.0,59.0,10.0,4,0
2433,2,0.336,0,CA,0,US/Pacific,57.0,72.0,10.0,4,1
2434,3,0.061,0,CA,0,US/Pacific,57.0,72.0,10.0,4,0
2435,2,0.597,0,CA,0,US/Pacific,60.0,67.0,10.0,4,1
2436,2,0.104,0,CA,0,US/Pacific,56.0,84.0,10.0,4,1
2437,2,0.445,0,CA,0,US/Pacific,63.0,63.0,10.0,4,1
2438,2,0.067,0,CA,0,US/Pacific,59.0,72.0,10.0,4,1
2439,2,0.104,1,CA,0,US/Pacific,56.0,84.0,10.0,4,1
2440,2,0.314,0,CA,0,US/Pacific,57.0,81.0,9.0,4,1
2441,2,0.017,0,CA,0,US/Pacific,68.0,28.0,10.0,4,1
2442,2,0.0,1,CA,0,US/Pacific,56.0,84.0,10.0,4,1
2443,2,0.0,1,CA,0,US/Pacific,68.0,26.0,10.0,4,1
2444,2,0.0,0,CA,0,US/Pacific,64.0,65.0,10.0,4,1
2445,2,0.049,0,CA,0,US/Pacific,55.0,82.0,10.0,4,1
2446,2,0.434,0,CA,0,US/Pacific,56.0,72.0,10.0,4,1
2447,2,0.061,0,CA,0,US/Pacific,63.0,63.0,10.0,4,1
2448,2,0.2019999999999999,0,CA,0,US/Pacific,67.0,61.0,10.0,4,1
2449,2,0.026,1,CA,0,US/Pacific,66.0,63.0,10.0,4,1
2450,2,0.088,0,CA,0,US/Pacific,62.0,67.0,10.0,4,1
2451,2,0.088,1,CA,0,US/Pacific,62.0,67.0,10.0,4,1
2452,2,0.021,0,CA,0,US/Pacific,63.0,68.0,9.0,4,1
2453,2,0.039,1,CA,0,US/Pacific,63.0,72.0,10.0,4,1
2454,2,0.33,0,CA,0,US/Pacific,65.0,58.0,10.0,4,1
2455,2,0.5489999999999999,0,CA,0,US/Pacific,68.0,52.0,10.0,4,1
2456,2,0.002,0,CA,0,US/Pacific,66.0,65.0,10.0,4,1
2457,2,0.0,1,CA,0,US/Pacific,70.0,56.0,10.0,4,1
2458,2,0.036,1,CA,0,US/Pacific,57.0,94.0,10.0,4,1
2459,2,0.211,0,CA,0,US/Pacific,65.0,70.0,10.0,4,1
2460,2,0.476,0,CA,0,US/Pacific,68.0,52.0,10.0,4,1
2461,2,0.212,0,CA,0,US/Pacific,59.0,78.0,9.0,4,1
2462,2,0.256,0,CA,0,US/Pacific,68.0,52.0,10.0,4,1
2463,2,0.145,0,CA,0,US/Pacific,63.0,67.0,10.0,4,1
2464,2,0.238,0,CA,0,US/Pacific,62.0,78.0,10.0,4,1
2465,2,0.445,0,CA,0,US/Pacific,68.0,63.0,10.0,4,1
2466,2,0.53,0,CA,0,US/Pacific,68.0,52.0,10.0,4,1
2467,2,0.627,0,CA,0,US/Pacific,72.0,48.0,10.0,3,1
2468,2,0.354,0,CA,0,US/Pacific,71.0,47.0,10.0,4,1
2469,2,0.0,0,CA,0,US/Pacific,75.0,29.0,10.0,4,1
2470,2,0.216,0,CA,0,US/Pacific,75.0,44.0,10.0,4,1
2471,2,0.201,0,CA,0,US/Pacific,66.0,73.0,10.0,4,1
2472,2,0.421,0,CA,0,US/Pacific,77.0,39.0,10.0,4,1
2473,2,0.262,0,CA,0,US/Pacific,76.0,40.0,10.0,3,1
2474,2,0.49,0,CA,0,US/Pacific,81.0,31.0,10.0,4,1
2475,2,0.642,0,CA,0,US/Pacific,83.0,33.0,10.0,4,1
2476,2,0.4039999999999999,0,CA,0,US/Pacific,82.0,31.0,10.0,4,1
2477,2,0.133,1,CA,0,US/Pacific,81.0,23.0,10.0,4,1
2478,2,0.284,0,CA,0,US/Pacific,87.0,27.0,10.0,4,1
2479,2,0.045,0,CA,0,US/Pacific,71.0,63.0,10.0,3,1
2480,2,0.032,0,CA,0,US/Pacific,84.0,37.0,10.0,3,1
2481,3,1.123,0,CA,0,US/Pacific,86.0,22.0,9.0,4,1
2482,2,0.0,1,CA,0,US/Pacific,85.0,41.0,10.0,3,1
2483,2,0.037,0,CA,0,US/Pacific,74.0,52.0,10.0,4,1
2484,2,0.075,0,CA,0,US/Pacific,74.0,52.0,10.0,4,1
2485,2,0.355,0,CA,0,US/Pacific,85.0,30.0,10.0,3,1
2486,2,0.37,0,CA,0,US/Pacific,74.0,52.0,10.0,4,1
2487,2,0.0,0,CA,0,US/Pacific,71.0,68.0,10.0,3,1
2488,2,0.954,0,CA,0,US/Pacific,87.0,33.0,10.0,3,1
2489,2,0.3779999999999999,0,CA,0,US/Pacific,83.0,44.0,10.0,3,1
2490,2,0.669,0,CA,0,US/Pacific,83.0,44.0,10.0,3,1
2491,2,0.67,0,CA,0,US/Pacific,71.0,55.0,10.0,4,1
2492,2,0.37,0,CA,0,US/Pacific,71.0,55.0,10.0,4,1
2493,2,0.397,0,CA,0,US/Pacific,71.0,55.0,10.0,4,1
2494,2,0.511,0,CA,0,US/Pacific,79.0,42.0,10.0,4,1
2495,2,0.4379999999999999,0,CA,0,US/Pacific,83.0,44.0,10.0,3,1
2496,2,0.444,0,CA,0,US/Pacific,71.0,55.0,10.0,4,1
2497,2,0.997,0,CA,0,US/Pacific,71.0,55.0,10.0,4,1
2498,2,0.342,0,CA,0,US/Pacific,82.0,44.0,10.0,4,1
2499,2,0.5870000000000001,0,CA,0,US/Pacific,79.0,39.0,10.0,4,1
2500,2,0.078,0,CA,0,US/Pacific,74.0,48.0,10.0,4,1
2501,2,0.262,0,CA,0,US/Pacific,79.0,39.0,10.0,4,1
2502,2,0.3989999999999999,0,CA,0,US/Pacific,82.0,44.0,10.0,4,1
2503,2,0.3379999999999999,0,CA,0,US/Pacific,65.0,68.0,8.0,4,1
2504,2,0.134,0,CA,0,US/Pacific,74.0,48.0,10.0,4,1
2505,2,0.235,0,CA,0,US/Pacific,74.0,48.0,10.0,4,1
2506,2,0.473,0,CA,0,US/Pacific,74.0,48.0,10.0,4,1
2507,2,0.245,0,CA,0,US/Pacific,88.0,24.0,10.0,4,1
2508,2,0.583,0,CA,0,US/Pacific,87.0,33.0,10.0,4,1
2509,2,0.451,0,CA,0,US/Pacific,77.0,57.0,10.0,4,1
2510,2,0.255,0,CA,0,US/Pacific,68.0,61.0,9.0,4,1
2511,2,0.134,0,CA,0,US/Pacific,88.0,31.0,10.0,4,1
2512,3,0.5870000000000001,0,CA,0,US/Pacific,73.0,49.0,10.0,4,1
2513,2,0.6779999999999999,0,CA,0,US/Pacific,82.0,41.0,10.0,4,1
2514,2,0.531,0,CA,0,US/Pacific,77.0,57.0,10.0,4,1
2515,2,0.391,0,CA,0,US/Pacific,85.0,30.0,10.0,4,1
2516,2,0.0289999999999999,0,CA,0,US/Pacific,64.0,65.0,9.0,4,1
